indexation/state/blocked-401	Error 401	Erreur 401	Erro 401	Error 401	Errore 401	오류 401	Ошибка 401	Hata 401	Fehler 401										
roast/dashboard/hero/label	It's time to be roasted	Il est temps de se faire griller	Está na altura de ser assado	Es hora de asarse	È il momento di essere arrostiti	구워질 시간입니다.	Пришло время поджариться	Kavrulma zamanı	Es ist Zeit, geröstet zu werden										
roast/dashboard/hero/title	All the sites in your Search Console	Tous les sites de votre Search Console	Todos os sítios na sua Consola de Pesquisa	Todos los sitios de Search Console	Tutti i siti presenti nella Search Console	검색 콘솔의 모든 사이트	Все сайты в вашей консоли поиска	Search Console'unuzdaki tüm siteler	Alle Websites in Ihrer Suchkonsole										
roast/dashboard/hero/description	By clicking the button below, you will light the barbecue. We will go fetch all your sites on the Search Console, perform various analyses, and provide you with a detailed report of everything that's wrong with your Search Console.	En cliquant sur le bouton ci-dessous, vous allumerez le barbecue. Nous irons chercher tous vos sites sur la Search Console, effectuerons diverses analyses et vous fournirons un rapport détaillé de tout ce qui ne va pas dans votre Search Console.	Ao clicar no botão abaixo, está a acender o barbecue. Iremos buscar todos os seus sites na Consola de Pesquisa, realizaremos várias análises e forneceremos um relatório detalhado de tudo o que está errado na sua Consola de Pesquisa.	Al hacer clic en el botón de abajo, encenderá la barbacoa. Iremos a buscar todos tus sitios en Search Console, realizaremos varios análisis y te proporcionaremos un informe detallado de todo lo que está mal en tu Search Console.	Facendo clic sul pulsante sottostante, accenderete il barbecue. Andremo a recuperare tutti i vostri siti su Search Console, eseguiremo varie analisi e vi forniremo un rapporto dettagliato di tutto ciò che non va nella vostra Search Console.	아래 버튼을 클릭하시면 바비큐에 불을 붙이실 수 있습니다. 검색 콘솔에 있는 모든 사이트를 가져와서 다양한 분석을 수행한 후 검색 콘솔의 모든 문제점에 대한 자세한 보고서를 제공해 드립니다.	Нажав на кнопку ниже, вы разожжете барбекю. Мы проверим все ваши сайты в Search Console, проведем различные анализы и предоставим вам подробный отчет обо всем, что не так с вашей Search Console.	Aşağıdaki düğmeye tıklayarak barbeküyü yakacaksınız. Search Console'daki tüm sitelerinizi getireceğiz, çeşitli analizler yapacağız ve size Search Console'unuzda yanlış olan her şeyin ayrıntılı bir raporunu sunacağız.	Wenn Sie auf die Schaltfläche unten klicken, entfachen Sie den Grill. Wir werden alle Ihre Websites in der Search Console abrufen, verschiedene Analysen durchführen und Ihnen einen detaillierten Bericht über alles, was mit Ihrer Search Console nicht in Ordnung ist, zur Verfügung stellen.										
roast/dashboard/hero/button/label	Refresh and roast again ?	Rafraîchir et rôtir à nouveau ?	Refrescar e assar novamente ?	¿Refrescar y asar de nuevo?	Rinfrescare e arrostire di nuovo?	새로고침하고 다시 로스팅 하시겠습니까?	Обновить и снова обжарить?	Yenile ve tekrar kızart?	Auffrischen und erneut braten ?										
roast/dashboard/list/buttons/label	List of problems analyzed	Liste des problèmes analysés	Lista de problemas analisados	Lista de problemas analizados	Elenco dei problemi analizzati	분석된 문제 목록	Список проанализированных проблем	Analiz edilen sorunların listesi	Liste der analysierten Probleme										
roast/dashboard/list/buttons/robots/label	Check you robots.txt file	Vérifiez votre fichier robots.txt	Verifique o seu ficheiro robots.txt	Compruebe su archivo robots.txt	Controllare il file robots.txt	robots.txt 파일 확인	Проверьте файл robots.txt	Robots.txt dosyanızı kontrol edin	Prüfen Sie Ihre robots.txt-Datei										
roast/dashboard/list/buttons/server/label	Check you server	Vérifiez votre serveur	Verificar o servidor	Compruebe su servidor	Controllare il server	서버 확인	Проверьте свой сервер	Sunucunuzu kontrol edin	Prüfen Sie Ihren Server										
roast/dashboard/list/buttons/sitemap/label	Check you sitemap	Vérifiez votre plan du site	Verificar o mapa do sítio	Compruebe el mapa del sitio	Controllare la mappa del sito	사이트맵 확인	Проверьте карту сайта	Site haritanızı kontrol edin	Prüfen Sie Ihre Sitemap										
roast/robots/hero/label	Your robots.txt is analyzed	Votre fichier robots.txt est analysé	O seu robots.txt é analisado	Se analiza su robots.txt	Il vostro robots.txt viene analizzato	robots.txt가 분석됩니다.	Ваш robots.txt проанализирован	Robots.txt dosyanız analiz edildi	Ihre robots.txt wird analysiert										
roast/robots/hero/title	Have you configured your robots.txt correctly?	Avez-vous configuré correctement votre fichier robots.txt ?	Configurou corretamente o seu robots.txt?	¿Ha configurado correctamente su robots.txt?	Avete configurato correttamente il vostro robots.txt?	robots.txt를 올바르게 구성했나요?	Правильно ли вы настроили robots.txt?	Robots.txt dosyanızı doğru yapılandırdınız mı?	Haben Sie Ihre robots.txt richtig konfiguriert?										
roast/robots/hero/description	Robots.txt is very important, as it dictates the behavior of search engine crawlers. You can block or allow crawling. If it's badly configured, your site may not be indexed.	Le fichier Robots.txt est très important, car il dicte le comportement des robots d'indexation des moteurs de recherche. Vous pouvez bloquer ou autoriser l'exploration. S'il est mal configuré, votre site risque de ne pas être indexé.	O ficheiro Robots.txt é muito importante, pois dita o comportamento dos rastreadores dos motores de busca. Pode bloquear ou permitir o rastreio. Se estiver mal configurado, o seu sítio pode não ser indexado.	Robots.txt es muy importante, ya que dicta el comportamiento de los rastreadores de los motores de búsqueda. Puede bloquear o permitir el rastreo. Si está mal configurado, su sitio puede no ser indexado.	Il file Robots.txt è molto importante, in quanto detta il comportamento dei crawler dei motori di ricerca. È possibile bloccare o consentire il crawling. Se è configurato male, il vostro sito potrebbe non essere indicizzato.	Robots.txt는 검색 엔진 크롤러의 동작을 결정하기 때문에 매우 중요합니다. 크롤링을 차단하거나 허용할 수 있습니다. 잘못 구성하면 사이트가 색인화되지 않을 수 있습니다.	Robots.txt очень важен, поскольку он диктует поведение краулеров поисковых систем. Вы можете блокировать или разрешать их работу. Если он плохо настроен, ваш сайт может не проиндексироваться.	Robots.txt, arama motoru tarayıcılarının davranışını belirlediği için çok önemlidir. Taramayı engelleyebilir veya izin verebilirsiniz. Kötü yapılandırılmışsa siteniz dizine eklenmeyebilir.	Die Datei Robots.txt ist sehr wichtig, da sie das Verhalten der Crawler von Suchmaschinen bestimmt. Sie können das Crawling blockieren oder zulassen. Wenn sie schlecht konfiguriert ist, wird Ihre Website möglicherweise nicht indiziert.										
roast/sitemap/hero/label	Your sitemap is scrutinized	Votre plan du site est examiné de près	O seu mapa do sítio é examinado	Su mapa del sitio web es examinado	La vostra mappa del sito viene esaminata	사이트맵을 면밀히 검토합니다.	Ваша карта сайта тщательно проверяется	Site haritanız incelenir	Ihre Sitemap wird genau geprüft										
roast/sitemap/hero/title	Is your sitemap compliant?	Votre plan du site est-il conforme ?	O seu mapa do sítio está em conformidade?	¿Cumple su mapa web?	La vostra sitemap è conforme?	사이트맵이 규정을 준수하고 있나요?	Соответствует ли ваша карта сайта требованиям?	Site haritanız uyumlu mu?	Ist Ihre Sitemap konform?										
